MonitoringStation,EventId,Cruise,Program,Project,Agency,Source,Station,SampleDate,SampleTime,TotalDepth,UpperPycnocline,LowerPycnocline,Depth,Layer,SampleType,SampleReplicateType,Parameter,Qualifier,MeasureValue,Unit,Method,Lab,Problem,PrecisionPC,BiasPC,Details,Latitude,Longitude
"CB4.2C",444572,"BAY690","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",2/15/2017,11:33:00,28,10.50,20.50,15,"M ","ISM","M1","DO",,10.30000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444572,"BAY690","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",2/15/2017,11:33:00,28,10.50,20.50,16,"M ","ISM","M1","DO",,10.30000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444572,"BAY690","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",2/15/2017,11:33:00,28,10.50,20.50,17,"M ","ISM","M1","DO",,10.20000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444572,"BAY690","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",2/15/2017,11:33:00,28,10.50,20.50,18,"M ","ISM","M1","DO",,10.10000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444572,"BAY690","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",2/15/2017,11:33:00,28,10.50,20.50,19,"M ","ISM","M1","DO",,10.00000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444572,"BAY690","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",2/15/2017,11:33:00,28,10.50,20.50,20,"M ","ISM","M1","DO",,9.80000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444572,"BAY690","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",2/15/2017,11:33:00,28,10.50,20.50,21,"M ","ISM","M1","DO",,9.50000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444572,"BAY690","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",2/15/2017,11:33:00,28,10.50,20.50,23,"M ","ISM","M1","DO",,9.00000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444572,"BAY690","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",2/15/2017,11:33:00,28,10.50,20.50,24,"M ","ISM","M1","DO",,9.20000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444572,"BAY690","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",2/15/2017,11:33:00,28,10.50,20.50,25,"M ","ISM","M1","DO",,8.90000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444572,"BAY690","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",2/15/2017,11:33:00,28,10.50,20.50,0.5,"S ","ISM","M1","DO",,12.40000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444586,"BAY692","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",3/21/2017,10:57:00,28,9.50,15.50,8,"AP","ISM","M1","DO",,11.50000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444586,"BAY692","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",3/21/2017,10:57:00,28,9.50,15.50,27,"B ","ISM","M1","DO",,9.70000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444586,"BAY692","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",3/21/2017,10:57:00,28,9.50,15.50,17,"BP","ISM","M1","DO",,9.80000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444586,"BAY692","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",3/21/2017,10:57:00,28,9.50,15.50,1,"M ","ISM","M1","DO",,12.20000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444586,"BAY692","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",3/21/2017,10:57:00,28,9.50,15.50,2,"M ","ISM","M1","DO",,12.10000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444586,"BAY692","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",3/21/2017,10:57:00,28,9.50,15.50,3,"M ","ISM","M1","DO",,12.00000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444586,"BAY692","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",3/21/2017,10:57:00,28,9.50,15.50,4,"M ","ISM","M1","DO",,12.00000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444586,"BAY692","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",3/21/2017,10:57:00,28,9.50,15.50,5,"M ","ISM","M1","DO",,11.90000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444586,"BAY692","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",3/21/2017,10:57:00,28,9.50,15.50,6,"M ","ISM","M1","DO",,11.70000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444586,"BAY692","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",3/21/2017,10:57:00,28,9.50,15.50,7,"M ","ISM","M1","DO",,11.60000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444586,"BAY692","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",3/21/2017,10:57:00,28,9.50,15.50,9,"M ","ISM","M1","DO",,11.40000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444586,"BAY692","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",3/21/2017,10:57:00,28,9.50,15.50,10,"M ","ISM","M1","DO",,11.10000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444586,"BAY692","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",3/21/2017,10:57:00,28,9.50,15.50,11,"M ","ISM","M1","DO",,10.90000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444586,"BAY692","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",3/21/2017,10:57:00,28,9.50,15.50,12,"M ","ISM","M1","DO",,10.60000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444586,"BAY692","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",3/21/2017,10:57:00,28,9.50,15.50,13,"M ","ISM","M1","DO",,10.40000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444586,"BAY692","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",3/21/2017,10:57:00,28,9.50,15.50,14,"M ","ISM","M1","DO",,10.20000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444586,"BAY692","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",3/21/2017,10:57:00,28,9.50,15.50,15,"M ","ISM","M1","DO",,10.00000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444586,"BAY692","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",3/21/2017,10:57:00,28,9.50,15.50,16,"M ","ISM","M1","DO",,9.80000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444586,"BAY692","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",3/21/2017,10:57:00,28,9.50,15.50,19,"M ","ISM","M1","DO",,9.70000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444586,"BAY692","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",3/21/2017,10:57:00,28,9.50,15.50,21,"M ","ISM","M1","DO",,9.70000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444586,"BAY692","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",3/21/2017,10:57:00,28,9.50,15.50,23,"M ","ISM","M1","DO",,9.70000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444586,"BAY692","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",3/21/2017,10:57:00,28,9.50,15.50,25,"M ","ISM","M1","DO",,9.70000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444586,"BAY692","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",3/21/2017,10:57:00,28,9.50,15.50,0.5,"S ","ISM","M1","DO",,12.20000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444600,"BAY694","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",4/12/2017,11:28:00,27.5,8.50,15.50,7,"AP","ISM","M1","DO",,11.40000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444600,"BAY694","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",4/12/2017,11:28:00,27.5,8.50,15.50,26,"B ","ISM","M1","DO",,6.90000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444600,"BAY694","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",4/12/2017,11:28:00,27.5,8.50,15.50,17,"BP","ISM","M1","DO",,6.70000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444600,"BAY694","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",4/12/2017,11:28:00,27.5,8.50,15.50,1,"M ","ISM","M1","DO",,12.40000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444600,"BAY694","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",4/12/2017,11:28:00,27.5,8.50,15.50,2,"M ","ISM","M1","DO",,12.40000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444600,"BAY694","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",4/12/2017,11:28:00,27.5,8.50,15.50,3,"M ","ISM","M1","DO",,12.20000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444600,"BAY694","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",4/12/2017,11:28:00,27.5,8.50,15.50,5,"M ","ISM","M1","DO",,11.80000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444600,"BAY694","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",4/12/2017,11:28:00,27.5,8.50,15.50,6,"M ","ISM","M1","DO",,11.70000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444600,"BAY694","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",4/12/2017,11:28:00,27.5,8.50,15.50,8,"M ","ISM","M1","DO",,11.10000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444600,"BAY694","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",4/12/2017,11:28:00,27.5,8.50,15.50,9,"M ","ISM","M1","DO",,9.10000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444600,"BAY694","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",4/12/2017,11:28:00,27.5,8.50,15.50,10,"M ","ISM","M1","DO",,6.80000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444600,"BAY694","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",4/12/2017,11:28:00,27.5,8.50,15.50,11,"M ","ISM","M1","DO",,6.70000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444600,"BAY694","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",4/12/2017,11:28:00,27.5,8.50,15.50,12,"M ","ISM","M1","DO",,6.70000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444600,"BAY694","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",4/12/2017,11:28:00,27.5,8.50,15.50,13,"M ","ISM","M1","DO",,6.70000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444600,"BAY694","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",4/12/2017,11:28:00,27.5,8.50,15.50,14,"M ","ISM","M1","DO",,6.70000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444600,"BAY694","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",4/12/2017,11:28:00,27.5,8.50,15.50,15,"M ","ISM","M1","DO",,6.70000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444600,"BAY694","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",4/12/2017,11:28:00,27.5,8.50,15.50,16,"M ","ISM","M1","DO",,6.60000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444600,"BAY694","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",4/12/2017,11:28:00,27.5,8.50,15.50,19,"M ","ISM","M1","DO",,6.80000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444600,"BAY694","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",4/12/2017,11:28:00,27.5,8.50,15.50,21,"M ","ISM","M1","DO",,6.80000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444600,"BAY694","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",4/12/2017,11:28:00,27.5,8.50,15.50,23,"M ","ISM","M1","DO",,6.90000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444600,"BAY694","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",4/12/2017,11:28:00,27.5,8.50,15.50,0.5,"S ","ISM","M1","DO",,12.50000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444600,"BAY694","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",4/12/2017,11:28:00,27.5,8.50,15.50,25,"M ","ISM","M1","DO",,6.80000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444622,"BAY696","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/10/2017,11:18:00,27.5,7.50,14.50,6,"AP","ISM","M1","DO",,7.40000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444622,"BAY696","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/10/2017,11:18:00,27.5,7.50,14.50,26,"B ","ISM","M1","DO",,2.10000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444622,"BAY696","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/10/2017,11:18:00,27.5,7.50,14.50,16,"BP","ISM","M1","DO",,2.40000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444622,"BAY696","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/10/2017,11:18:00,27.5,7.50,14.50,1,"M ","ISM","M1","DO",,9.30000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444622,"BAY696","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/10/2017,11:18:00,27.5,7.50,14.50,2,"M ","ISM","M1","DO",,9.00000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444622,"BAY696","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/10/2017,11:18:00,27.5,7.50,14.50,3,"M ","ISM","M1","DO",,8.50000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444622,"BAY696","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/10/2017,11:18:00,27.5,7.50,14.50,4,"M ","ISM","M1","DO",,7.90000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444622,"BAY696","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/10/2017,11:18:00,27.5,7.50,14.50,5,"M ","ISM","M1","DO",,7.30000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444622,"BAY696","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/10/2017,11:18:00,27.5,7.50,14.50,7,"M ","ISM","M1","DO",,7.50000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444622,"BAY696","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/10/2017,11:18:00,27.5,7.50,14.50,8,"M ","ISM","M1","DO",,7.30000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444622,"BAY696","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/10/2017,11:18:00,27.5,7.50,14.50,9,"M ","ISM","M1","DO",,5.60000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444622,"BAY696","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/10/2017,11:18:00,27.5,7.50,14.50,10,"M ","ISM","M1","DO",,4.10000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444622,"BAY696","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/10/2017,11:18:00,27.5,7.50,14.50,11,"M ","ISM","M1","DO",,3.80000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444622,"BAY696","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/10/2017,11:18:00,27.5,7.50,14.50,12,"M ","ISM","M1","DO",,3.60000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444622,"BAY696","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/10/2017,11:18:00,27.5,7.50,14.50,13,"M ","ISM","M1","DO",,3.40000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444622,"BAY696","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/10/2017,11:18:00,27.5,7.50,14.50,14,"M ","ISM","M1","DO",,2.80000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444622,"BAY696","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/10/2017,11:18:00,27.5,7.50,14.50,15,"M ","ISM","M1","DO",,2.40000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444622,"BAY696","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/10/2017,11:18:00,27.5,7.50,14.50,17,"M ","ISM","M1","DO",,2.30000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444622,"BAY696","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/10/2017,11:18:00,27.5,7.50,14.50,19,"M ","ISM","M1","DO",,2.30000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444622,"BAY696","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/10/2017,11:18:00,27.5,7.50,14.50,21,"M ","ISM","M1","DO",,2.20000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444622,"BAY696","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/10/2017,11:18:00,27.5,7.50,14.50,23,"M ","ISM","M1","DO",,2.10000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444622,"BAY696","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/10/2017,11:18:00,27.5,7.50,14.50,0.5,"S ","ISM","M1","DO",,9.40000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444622,"BAY696","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",5/10/2017,11:18:00,27.5,7.50,14.50,25,"M ","ISM","M1","DO",,2.10000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444655,"BAY698","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/7/2017,11:26:00,28,5.50,13.50,4,"AP","ISM","M1","DO",,8.10000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444655,"BAY698","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/7/2017,11:26:00,28,5.50,13.50,27,"B ","ISM","M1","DO",,1.30000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444655,"BAY698","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/7/2017,11:26:00,28,5.50,13.50,15,"BP","ISM","M1","DO",,0.92000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444655,"BAY698","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/7/2017,11:26:00,28,5.50,13.50,1,"M ","ISM","M1","DO",,8.60000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444655,"BAY698","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/7/2017,11:26:00,28,5.50,13.50,2,"M ","ISM","M1","DO",,8.60000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444655,"BAY698","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/7/2017,11:26:00,28,5.50,13.50,3,"M ","ISM","M1","DO",,8.50000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444655,"BAY698","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/7/2017,11:26:00,28,5.50,13.50,5,"M ","ISM","M1","DO",,7.80000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444655,"BAY698","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/7/2017,11:26:00,28,5.50,13.50,6,"M ","ISM","M1","DO",,4.60000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444655,"BAY698","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/7/2017,11:26:00,28,5.50,13.50,7,"M ","ISM","M1","DO",,1.70000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444655,"BAY698","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/7/2017,11:26:00,28,5.50,13.50,8,"M ","ISM","M1","DO",,1.00000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444655,"BAY698","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/7/2017,11:26:00,28,5.50,13.50,9,"M ","ISM","M1","DO",,0.94000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444655,"BAY698","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/7/2017,11:26:00,28,5.50,13.50,10,"M ","ISM","M1","DO",,0.67000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444655,"BAY698","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/7/2017,11:26:00,28,5.50,13.50,11,"M ","ISM","M1","DO",,0.75000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444655,"BAY698","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/7/2017,11:26:00,28,5.50,13.50,12,"M ","ISM","M1","DO",,0.74000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444655,"BAY698","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/7/2017,11:26:00,28,5.50,13.50,13,"M ","ISM","M1","DO",,0.73000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444655,"BAY698","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/7/2017,11:26:00,28,5.50,13.50,14,"M ","ISM","M1","DO",,0.76000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444655,"BAY698","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/7/2017,11:26:00,28,5.50,13.50,17,"M ","ISM","M1","DO",,0.98000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444655,"BAY698","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/7/2017,11:26:00,28,5.50,13.50,19,"M ","ISM","M1","DO",,1.10000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444655,"BAY698","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/7/2017,11:26:00,28,5.50,13.50,21,"M ","ISM","M1","DO",,1.10000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444655,"BAY698","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/7/2017,11:26:00,28,5.50,13.50,23,"M ","ISM","M1","DO",,1.20000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444655,"BAY698","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/7/2017,11:26:00,28,5.50,13.50,25,"M ","ISM","M1","DO",,1.20000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444655,"BAY698","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/7/2017,11:26:00,28,5.50,13.50,0.5,"S ","ISM","M1","DO",,8.60000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444656,"BAY699","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/27/2017,11:11:00,27.5,7.50,14.50,6,"AP","ISM","M1","DO",,6.70000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444656,"BAY699","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/27/2017,11:11:00,27.5,7.50,14.50,26,"B ","ISM","M1","DO",,0.43000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444656,"BAY699","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/27/2017,11:11:00,27.5,7.50,14.50,16,"BP","ISM","M1","DO",,0.55000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444656,"BAY699","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/27/2017,11:11:00,27.5,7.50,14.50,1,"M ","ISM","M1","DO",,8.10000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444656,"BAY699","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/27/2017,11:11:00,27.5,7.50,14.50,2,"M ","ISM","M1","DO",,7.80000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444656,"BAY699","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/27/2017,11:11:00,27.5,7.50,14.50,3,"M ","ISM","M1","DO",,7.50000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444656,"BAY699","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/27/2017,11:11:00,27.5,7.50,14.50,5,"M ","ISM","M1","DO",,6.90000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444656,"BAY699","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/27/2017,11:11:00,27.5,7.50,14.50,7,"M ","ISM","M1","DO",,6.10000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444656,"BAY699","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/27/2017,11:11:00,27.5,7.50,14.50,8,"M ","ISM","M1","DO",,4.50000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444656,"BAY699","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/27/2017,11:11:00,27.5,7.50,14.50,9,"M ","ISM","M1","DO",,3.40000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444656,"BAY699","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/27/2017,11:11:00,27.5,7.50,14.50,10,"M ","ISM","M1","DO",,3.10000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444656,"BAY699","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/27/2017,11:11:00,27.5,7.50,14.50,11,"M ","ISM","M1","DO",,2.30000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444656,"BAY699","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/27/2017,11:11:00,27.5,7.50,14.50,12,"M ","ISM","M1","DO",,1.90000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444656,"BAY699","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/27/2017,11:11:00,27.5,7.50,14.50,13,"M ","ISM","M1","DO",,1.40000,"MG/L","F01 ",,,,,,38.64618,-76.42127
"CB4.2C",444656,"BAY699","TWQM","MAIN","MDDNR","MDDNR","CB4.2C",6/27/2017,11:11:00,27.5,7.50,14.50,14,"M ","ISM","M1","DO",,1.20000,"MG/L","F01 ",,,,,,38.64618,-76.42127
